,name,rating,department,feedback,school
1972,Curtis Daehler,3.1,Biology,94%,University of Hawaii at Manoa
1973,Eric Hurwitz,4.8,Public Health,100%,University of Hawaii at Manoa
1974,Henry Osborne,3.5,Linguistics,50%,University of Hawaii at Manoa
1975,Jaimey Hamilton,4.3,Art History,100%,University of Hawaii at Manoa
1976,Aaron Lee,4.0,Graphic Arts,100%,University of Hawaii at Manoa
1977,Adam Foster,4.3,Political Science,84%,University of Hawaii at Manoa
1978,Kisitu Alexandra,4.7,Sociology,100%,University of Hawaii at Manoa
1979,Hayley Mckown,5.0,Kinesiology,100%,University of Hawaii at Manoa
1980,Lin Shen,4.0,Engineering,80%,University of Hawaii at Manoa
1981,Richard Russ,4.3,Engineering,79%,University of Hawaii at Manoa
1982,Kameryn Williams,4.2,Mathematics,80%,University of Hawaii at Manoa
1983,Peter Quigley,2.5,English,67%,University of Hawaii at Manoa
1984,Kuualoha Hoomanawanui,3.1,English,67%,University of Hawaii at Manoa
1985,Erika Mukoyama,5.0,Japanese,100%,University of Hawaii at Manoa
1986,Ward Steven,1.6,Biology,25%,University of Hawaii at Manoa
1987,Zhao Li,4.4,Engineering,100%,University of Hawaii at Manoa
1988,Jenny Teruya,2.9,Accounting,77%,University of Hawaii at Manoa
1989,Anh Phan,5.0,Business,100%,University of Hawaii at Manoa
1990,Kathleen Gauci,3.0,Educational Psychology,50%,University of Hawaii at Manoa
1991,Roger Babcock,3.1,Engineering,56%,University of Hawaii at Manoa
1992,Yao Zheng,3.3,Engineering,50%,University of Hawaii at Manoa
1993,Jennie Tran,3.6,Languages,91%,University of Hawaii at Manoa
1994,Daniel Flores,3.0,Mathematics,100%,University of Hawaii at Manoa
1995,Leon James,2.8,Psychology,50%,University of Hawaii at Manoa
1996,Kieko Matteson,4.5,History,100%,University of Hawaii at Manoa
1997,John Szostak,1.5,Art History,,University of Hawaii at Manoa
1998,Nathalie Segeral,2.4,French,34%,University of Hawaii at Manoa
1999,Antin Nicholas,0.0,Mathematics,,University of Hawaii at Manoa
2000,Aya Kimura,3.6,Women's Studies,50%,University of Hawaii at Manoa
2001,Noweo Kai,0.0,Biology,,University of Hawaii at Manoa
2002,Vicky Enos,0.0,Hawaiian,,University of Hawaii at Manoa
2003,Boeui Woo,2.3,Korean,25%,University of Hawaii at Manoa
2004,Shirakawa Takeshi,4.0,Philosophy,50%,University of Hawaii at Manoa
2005,Jonathan Fine,4.0,Philosophy,50%,University of Hawaii at Manoa
2006,Leilani Basham,3.3,Languages,0%,University of Hawaii at Manoa
2007,Duckhyun Jo,5.0,Psychology,100%,University of Hawaii at Manoa
2008,Matthew Ito,4.0,English,84%,University of Hawaii at Manoa
2009,Masuda Akihiko,5.0,Psychology,100%,University of Hawaii at Manoa
2010,Gretel Sia,2.9,Mathematics,45%,University of Hawaii at Manoa
2011,Alice Zhu,0.0,Humanities,,University of Hawaii at Manoa
2012,Quincy Edwards,4.8,Sociology,75%,University of Hawaii at Manoa
2013,Tyler Miyashiro,5.0,Korean,100%,University of Hawaii at Manoa
2014,Richard Jay Aglugub,5.0,Education,100%,University of Hawaii at Manoa
2015,David Garmire,3.4,Engineering,80%,University of Hawaii at Manoa
2016,Stephanie Buelow,3.0,Education,0%,University of Hawaii at Manoa
2017,Noah Ryan,4.3,Hawaiian Studies,59%,University of Hawaii at Manoa
2018,Kim Compoc,4.1,English,86%,University of Hawaii at Manoa
2019,Adam Kehl,5.0,Music,100%,University of Hawaii at Manoa
2020,Kasey Barton,1.8,Botany,10%,University of Hawaii at Manoa
2021,Charles Morgan,0.0,Kinesiology,,University of Hawaii at Manoa
2022,Natasha Lopes,3.4,Hawaiian Studies,75%,University of Hawaii at Manoa
2023,Hyunsun Chung,4.5,Korean,100%,University of Hawaii at Manoa
2024,Anthony Kuh,0.0,Engineering,,University of Hawaii at Manoa
2025,Sujin Kang,1.0,Korean,,University of Hawaii at Manoa
2026,Kelly Holden,3.8,Marketing,91%,University of Hawaii at Manoa
2027,Miao Hu,4.8,Marketing,100%,University of Hawaii at Manoa
2028,Joseph Iseri,0.0,Japanese,100%,University of Hawaii at Manoa
2029,Joseph Mobley,1.0,Nursing,0%,University of Hawaii at Manoa
2030,Marguerite Butler,2.0,Zoology,25%,University of Hawaii at Manoa
2031,Kim Galante,3.2,Spanish,45%,University of Hawaii at Manoa
2032,Crystal Kwok,0.0,Film,,University of Hawaii at Manoa
2033,Rebecca Chong,1.8,Biology,20%,University of Hawaii at Manoa
2034,Pavel Guerzhoy,3.1,Mathematics,77%,University of Hawaii at Manoa
2035,Katie Caldwell,5.0,Social Work,100%,University of Hawaii at Manoa
2036,Piphal Heng,0.0,History,,University of Hawaii at Manoa
2037,Mya Sears,5.0,Atmospheric Sciences,100%,University of Hawaii at Manoa
2038,Stacy Ray,3.0,Theater,50%,University of Hawaii at Manoa
2039,Daniel Harris-Mccoy,4.3,Classics,100%,University of Hawaii at Manoa
2040,Michael Poblete,4.4,Theater,56%,University of Hawaii at Manoa
2041,Christopher Bae,4.4,Anthropology,100%,University of Hawaii at Manoa
2042,Seth Quintus,4.1,Anthropology,82%,University of Hawaii at Manoa
2043,Sebastian Ohara-Saft,5.0,Linguistics,100%,University of Hawaii at Manoa
2044,Jason Cooper,3.0,History,0%,University of Hawaii at Manoa
2045,Jordan Luz,4.1,English,86%,University of Hawaii at Manoa
2046,Latner Janet,5.0,Psychology,100%,University of Hawaii at Manoa
2047,Ashley Maynard,4.7,Psychology,100%,University of Hawaii at Manoa
2048,Koyuki Mitani,4.5,Japanese,100%,University of Hawaii at Manoa
2049,Nick Synodinos,3.4,Marketing,50%,University of Hawaii at Manoa
2050,Bruce Watson,4.5,Hawaiian Studies,100%,University of Hawaii at Manoa
2051,Paul Lawler,2.1,Hospitality,18%,University of Hawaii at Manoa
2052,Eduard Merc,5.0,Business,100%,University of Hawaii at Manoa
2053,Lisa Widdison,3.0,Philosophy,67%,University of Hawaii at Manoa
2054,Patricia Couvillon,3.4,Psychology,45%,University of Hawaii at Manoa
2055,Rick Kazman,3.2,Business,37%,University of Hawaii at Manoa
2056,Michael Cooney,4.6,Science,97%,University of Hawaii at Manoa
2057,Amy Schafer,4.3,Languages,100%,University of Hawaii at Manoa
2058,Ramona Clemente,1.0,Human Resources,0%,University of Hawaii at Manoa
2059,Emily West,5.0,English,100%,University of Hawaii at Manoa
2060,Richard Rath,3.1,History,45%,University of Hawaii at Manoa
2061,William Temple,0.0,Communication,,University of Hawaii at Manoa
2062,Marcus Tius,3.1,Chemistry,45%,University of Hawaii at Manoa
2063,Ross Peterman,3.0,Honors,,University of Hawaii at Manoa
2064,Tiana An,0.0,Languages,,University of Hawaii at Manoa
2065,Heather Nylen,3.6,Spanish,82%,University of Hawaii at Manoa
2066,Sungjin Kim,0.0,Marketing,,University of Hawaii at Manoa
2067,Eva  Cruz,0.0,Pacific & Asian Studies,,University of Hawaii at Manoa
2068,Michele Bray,3.3,Nursing,0%,University of Hawaii at Manoa
2069,Matt Johnson,0.0,Natural Resources,,University of Hawaii at Manoa
2070,Tamar Kreps,5.0,Business,100%,University of Hawaii at Manoa
2071,Yumiko Tateyama,4.0,Japanese,58%,University of Hawaii at Manoa
2072,Ravi Narayan,3.6,Computer Science,70%,University of Hawaii at Manoa
2073,Ka-Ning Fong,5.0,Art History,100%,University of Hawaii at Manoa
2074,Steven Holmes,3.6,English,58%,University of Hawaii at Manoa
2075,Susan Chandler,0.0,Public Policy,,University of Hawaii at Manoa
2076,Samantha Andrews,0.0,Kinesiology,,University of Hawaii at Manoa
2077,Jacob Fennick,0.0,Physics,,University of Hawaii at Manoa
2078,Barbara Endicott-Popovsky,2.0,Computer Science,67%,University of Hawaii at Manoa
2079,Grant Muagututia,4.0,Languages,82%,University of Hawaii at Manoa
2080,Theresa Greaney,4.0,Economics,63%,University of Hawaii at Manoa
2081,Stewart Curry,4.6,Japanese,94%,University of Hawaii at Manoa
2082,Christopher Cannon,5.0,Marketing,100%,University of Hawaii at Manoa
2083,Leighton Lee,5.0,Family Studies,100%,University of Hawaii at Manoa
2084,Brian Popp,4.5,Geology,100%,University of Hawaii at Manoa
2085,Alexander Means,4.0,Education,100%,University of Hawaii at Manoa
2086,Malte-Fabian Stuecker,3.3,History,100%,University of Hawaii at Manoa
2087,Yanghua He,4.5,Science,100%,University of Hawaii at Manoa
2088,Katinka Hammerich,4.8,German,95%,University of Hawaii at Manoa
2089,Ivonne Fitzgerald,3.2,Spanish,73%,University of Hawaii at Manoa
2090,Jon-Paul Bingham,4.2,Biology,72%,University of Hawaii at Manoa
2091,Kyungim Baek,3.3,Computer Science,80%,University of Hawaii at Manoa
2092,Dax Garcia,5.0,English,100%,University of Hawaii at Manoa
2093,Ethan Caldwell,4.6,Ethnic Studies,100%,University of Hawaii at Manoa
2094,Akiko Ono,5.0,Asian Studies,100%,University of Hawaii at Manoa
2095,Michael Cooney,0.0,Oceanography,,University of Hawaii at Manoa
2096,Ha'ani San Nicolas,0.0,Political Science,100%,University of Hawaii at Manoa
2097,Lloyd Hihara,1.7,Engineering,23%,University of Hawaii at Manoa
2098,David Ross,2.6,Mathematics,40%,University of Hawaii at Manoa
2099,Rufus Willett,4.8,Mathematics,86%,University of Hawaii at Manoa
2100,Yukiya Oba,4.2,Kinesiology,100%,University of Hawaii at Manoa
2101,Migiwa Kawachi,1.0,Botany,0%,University of Hawaii at Manoa
2102,Yiting Wang,2.8,Communication,63%,University of Hawaii at Manoa
2103,Noenoelani Zuttermeister,3.8,Music,60%,University of Hawaii at Manoa
2104,Jason Higa,4.3,Nursing,100%,University of Hawaii at Manoa
2105,Benjamin Boe,5.0,Astronomy,100%,University of Hawaii at Manoa
2106,Dianne Juhn,0.0,Korean,,University of Hawaii at Manoa
2107,Magdy F. Iskander,1.5,Engineering,0%,University of Hawaii at Manoa
2108,Vinod Malhotra,1.9,Engineering,30%,University of Hawaii at Manoa
2109,George Wilkens,2.4,Mathematics,0%,University of Hawaii at Manoa
2110,Rachel Hoerman,3.6,Anthropology,0%,University of Hawaii at Manoa
2111,Bardia Konh,3.3,Engineering,58%,University of Hawaii at Manoa
2112,Dilmurat Azimov,2.7,Engineering,50%,University of Hawaii at Manoa
2113,Nha Truong,5.0,Mathematics,100%,University of Hawaii at Manoa
2114,Richard Johnson,5.0,Education,100%,University of Hawaii at Manoa
2115,Ruben Juarez,4.2,Economics,87%,University of Hawaii at Manoa
2116,Justin Tyndall,5.0,Economics,100%,University of Hawaii at Manoa
2117,Tomoko Iwai,4.5,Japanese,93%,University of Hawaii at Manoa
2118,Monica Vidal,3.2,Languages & Linguistics,80%,University of Hawaii at Manoa
2119,Christine Acham,3.1,Academy for Creative Media,50%,University of Hawaii at Manoa
2120,June Lee,1.0,Architecture,0%,University of Hawaii at Manoa
2121,Kahealani (Jessica) Lono,4.9,Hawaiian,100%,University of Hawaii at Manoa
2122,Sarah Post,4.4,Mathematics,100%,University of Hawaii at Manoa
2123,Carelton Moore,3.0,Computer Science,100%,University of Hawaii at Manoa
2124,Ainhoa de Zabala,0.0,Spanish,,University of Hawaii at Manoa
2125,Nancy Stalker,1.7,History,0%,University of Hawaii at Manoa
2126,Edward Davis,3.0,History,72%,University of Hawaii at Manoa
2127,Tom Browder,2.0,Physics,17%,University of Hawaii at Manoa
2128,Luisa Kou,2.9,Spanish,50%,University of Hawaii at Manoa
2129,Cassandra Sokach,0.0,Mathematics,50%,University of Hawaii at Manoa
2130,Tony Papa,0.0,Psychology,100%,University of Hawaii at Manoa
2131,Lucia Camardiel Sardina,0.0,Spanish,,University of Hawaii at Manoa
2132,Jocelyn Kaneshiro,3.0,Speech,0%,University of Hawaii at Manoa
2133,Sumi Chang,3.9,Korean,100%,University of Hawaii at Manoa
2134,Loriena Yancura,4.5,Family Studies,92%,University of Hawaii at Manoa
2135,Randall Minas,4.8,Information Science,88%,University of Hawaii at Manoa
2136,Andre Seale,2.5,Agriculture,34%,University of Hawaii at Manoa
2137,Makenzie Davis,4.0,Art History,100%,University of Hawaii at Manoa
2138,Giulio Ronzoni,4.3,Travel Industry,67%,University of Hawaii at Manoa
2139,Bruce Watson,4.8,Political Science,84%,University of Hawaii at Manoa
2140,Tung Hoang,2.1,Microbiology,19%,University of Hawaii at Manoa
2141,Lorna Holmes,0.0,Classics,100%,University of Hawaii at Manoa
2142,Lara Hackney,4.5,Science,100%,University of Hawaii at Manoa
2143,Joshua Lourence,0.0,History,,University of Hawaii at Manoa
2144,Katherine Irwin,4.3,Sociology,77%,University of Hawaii at Manoa
2145,Klaus Sattler,4.3,Physics,89%,University of Hawaii at Manoa
2146,Mikhail Ponce,0.0,Travel Industry,100%,University of Hawaii at Manoa
2147,Alexander Stokes,5.0,Zoology,100%,University of Hawaii at Manoa
2148,Carolyn Maunu-Hendrix,4.5,Travel Industry,,University of Hawaii at Manoa
2149,Corey Flanders,4.5,Psychology,,University of Hawaii at Manoa
2150,Anne Kennedy,3.8,English,,University of Hawaii at Manoa
2151,Kimberly Galante-Wong.,2.7,Spanish,25%,University of Hawaii at Manoa
2152,Presley Ah Mook Sang,5.0,Hawaiian,100%,University of Hawaii at Manoa
2153,James Frankel,4.8,Religion,,University of Hawaii at Manoa
2154,Young Jin Bahng,3.3,Design,50%,University of Hawaii at Manoa
2155,Laura Chandler,5.0,Education,100%,University of Hawaii at Manoa
2156,David Webb,5.0,Mathematics,100%,University of Hawaii at Manoa
2157,Cameron Grimm,5.0,Political Science,100%,University of Hawaii at Manoa
2158,Jonathan Pettit,4.4,Religion,95%,University of Hawaii at Manoa
2159,Edward McAssey,4.4,Biology,96%,University of Hawaii at Manoa
2160,Karolina Heyduk,4.5,Biology,100%,University of Hawaii at Manoa
2161,Elena Dobrica,1.0,Science,0%,University of Hawaii at Manoa
2162,Yuka Wada,4.4,Japanese,90%,University of Hawaii at Manoa
2163,Vilsoni Hereniko,3.5,Academy for Creative Media,64%,University of Hawaii at Manoa
2164,Nicolas Antin,3.8,Engineering,86%,University of Hawaii at Manoa
2165,Matthias Fripp,3.7,Engineering,50%,University of Hawaii at Manoa
2166,Elisabeth Kaiama,4.5,Hawaiian Studies,77%,University of Hawaii at Manoa
2167,Scott Kaalele,4.0,English,60%,University of Hawaii at Manoa
2168,Yean-Ju Lee,1.0,Sociology,0%,University of Hawaii at Manoa
2169,Michael Cheang,4.1,Family Studies,82%,University of Hawaii at Manoa
2170,Taylor (TK) Klotz,1.0,Mathematics,58%,University of Hawaii at Manoa
2171,Joon Ho Kim,3.6,Finance,75%,University of Hawaii at Manoa
2172,Lea Ann Lucas,4.6,Psychology,100%,University of Hawaii at Manoa
2173,Bonnie Schwartz,2.8,Languages,25%,University of Hawaii at Manoa
2174,Kurtis Nishimura,4.9,Physics,100%,University of Hawaii at Manoa
2175,Rheta Kuwahara,3.2,Family & Consumer Sciences,60%,University of Hawaii at Manoa
2176,Hannah Liebreich,3.8,Sociology,72%,University of Hawaii at Manoa
2177,Anastasia Kostetskaya,2.8,Russian,50%,University of Hawaii at Manoa
2178,Pia Arboleda,4.7,Filipino,100%,University of Hawaii at Manoa
2179,Niklaus Schweizer,4.2,Literature,70%,University of Hawaii at Manoa
2180,Igor  Nikitin,4.5,Mathematics,100%,University of Hawaii at Manoa
2181,Joan Debrah,4.7,French,90%,University of Hawaii at Manoa
2182,Sothy Eng,5.0,Family Studies,100%,University of Hawaii at Manoa
2183,Rick Caulfield,4.8,Social Science,96%,University of Hawaii at Manoa
2184,Marcus Daniel,4.3,History,88%,University of Hawaii at Manoa
2185,Janet Latner,0.0,Psychology,,University of Hawaii at Manoa
2186,Amy Brown,2.9,Nutrition,56%,University of Hawaii at Manoa
2187,Haruko Cook,2.6,Japanese,0%,University of Hawaii at Manoa
2188,Atsushi Hasegawa,4.5,Japanese Literature,100%,University of Hawaii at Manoa
2189,Yuanan Lu,4.0,Public Health,86%,University of Hawaii at Manoa
2190,Denise Hurwitz,4.5,Public Health,89%,University of Hawaii at Manoa
2191,William Uspal,4.3,Engineering,100%,University of Hawaii at Manoa
2192,Jakob Kotas,3.5,Mathematics,86%,University of Hawaii at Manoa
2193,Qian Zhang,1.5,Engineering,,University of Hawaii at Manoa
2194,Mi-Jeong Lee,0.0,Nutrition,,University of Hawaii at Manoa
2195,Thomas Robertson,0.0,Social Work,,University of Hawaii at Manoa
2196,Marie Revilla,0.0,Food Science,,University of Hawaii at Manoa
2197,Michelle Kunkel,0.0,Languages & Linguistics,100%,University of Hawaii at Manoa
2198,Will Weinstein,0.0,Management,,University of Hawaii at Manoa
2199,Tanya Barnett,5.0,Japanese,100%,University of Hawaii at Manoa
2200,Gwen Nakamura,4.9,Music,100%,University of Hawaii at Manoa
2201,Justin Stopa,0.0,Ocean & Resources Engineering,,University of Hawaii at Manoa
2202,Robert Blanchard,2.8,Psychology,,University of Hawaii at Manoa
2203,Ara Laylo,0.0,Fine Arts,100%,University of Hawaii at Manoa
2204,Laura Lyons,4.2,English,0%,University of Hawaii at Manoa
2205,Dan Wedemeyer,4.3,Communication,,University of Hawaii at Manoa
2206,Konrad Ng,4.5,Academy for Creative Media,,University of Hawaii at Manoa
2207,Uilani Bobbit,3.2,Hawaiian,100%,University of Hawaii at Manoa
2208,Juvana Soliven,3.9,Fine Arts,79%,University of Hawaii at Manoa
2209,Kathleen Cole,0.0,Biology,100%,University of Hawaii at Manoa
2210,Maria Houar,0.0,Academy for Creative Media,100%,University of Hawaii at Manoa
2211,Carol Paul-Watanabe,2.8,Health Science,,University of Hawaii at Manoa
2212,Melly Wilson,4.7,Political Science,,University of Hawaii at Manoa
2213,Duane Henry,4.1,Political Science,,University of Hawaii at Manoa
2214,Nancy Reed,1.6,Computer Science,0%,University of Hawaii at Manoa
2215,Feducia Pag-ibig,0.0,Graphic Arts,,University of Hawaii at Manoa
2216,Susan Jacob,0.0,Music,,University of Hawaii at Manoa
2217,Carolyn Siegman,0.0,Linguistics,,University of Hawaii at Manoa
2218,Jill Nakatsu,1.0,Engineering,0%,University of Hawaii at Manoa
2219,Florina Titz,0.0,Academy for Creative Media,100%,University of Hawaii at Manoa
2220,Jaewon Kim,0.0,History,,University of Hawaii at Manoa
2221,Raphael Raphael,0.0,Academy for Creative Media,,University of Hawaii at Manoa
2222,Miroslav Gabrovski,3.0,Economics,80%,University of Hawaii at Manoa
2223,Andy Reilly,4.7,Design,100%,University of Hawaii at Manoa
2224,Foster Kealohi,0.0,Hawaiian Studies,100%,University of Hawaii at Manoa
2225,Joshua Habermann,0.0,Music,,University of Hawaii at Manoa
2226,Chad Morita,0.0,Computer Science,100%,University of Hawaii at Manoa
2227,Tania Lynch,0.0,Nursing,,University of Hawaii at Manoa
2228,Danielle Jansen,0.0,Microbiology,100%,University of Hawaii at Manoa
2229,Camille Monson,0.0,Education,,University of Hawaii at Manoa
2230,Pier-Carlo Tommasi,0.0,Asian Studies,100%,University of Hawaii at Manoa
2231,Celina Herrera,0.0,Psychology,,University of Hawaii at Manoa
2232,Jason Higa,3.9,Zoology,77%,University of Hawaii at Manoa
2233,Ellen-Rae Cachola,3.1,Ethnic Studies,50%,University of Hawaii at Manoa
2234,Nodari  Sitchinava,4.7,Computer Science,100%,University of Hawaii at Manoa
2235,Jillian Janowiak,5.0,Psychology,100%,University of Hawaii at Manoa
2236,Mike Huddleston,4.1,Biology,72%,University of Hawaii at Manoa
2237,Joshua Lazarus,5.0,English,100%,University of Hawaii at Manoa
2238,Ayu Saraswati,3.8,Women's Studies,75%,University of Hawaii at Manoa
2239,Roger Chen,4.5,Engineering,75%,University of Hawaii at Manoa
2240,Henny Hodges,4.3,Nursing,,University of Hawaii at Manoa
2241,Trina Kudlacek,3.5,Women's Studies,60%,University of Hawaii at Manoa
2242,Benjamin Moseley,0.0,History,100%,University of Hawaii at Manoa
2243,Blake Nichols,0.0,Marketing,100%,University of Hawaii at Manoa
2244,Rebecca Stotzer,3.3,Social Work,75%,University of Hawaii at Manoa
2245,Justin Walguarnery,3.0,Science,72%,University of Hawaii at Manoa
2246,George Kent,1.9,Political Science,,University of Hawaii at Manoa
2247,Phillip Ooi,3.8,Engineering,72%,University of Hawaii at Manoa
2248,Sarah Goodson,3.3,English,86%,University of Hawaii at Manoa
2249,William Quam,1.7,Business,0%,University of Hawaii at Manoa
2250,Boo Chun Jung,3.9,Accounting,95%,University of Hawaii at Manoa
2251,Susan Ward,0.0,Kinesiology,,University of Hawaii at Manoa
2252,My Tran,0.0,Architecture,100%,University of Hawaii at Manoa
2253,Chuang Xu,0.0,Medicine,,University of Hawaii at Manoa
2254,Julie Bennington,5.0,Zoology,100%,University of Hawaii at Manoa
2255,Adam Pang,5.0,Educational Psychology,100%,University of Hawaii at Manoa
2256,Le Lin,3.4,Sociology,70%,University of Hawaii at Manoa
2257,Kristine Santaniello,4.1,Accounting,89%,University of Hawaii at Manoa
2258,Carla Wallingford,5.0,French,100%,University of Hawaii at Manoa
2259,Phoebe Hwang,5.0,Public Health,100%,University of Hawaii at Manoa
2260,Charles Lui,0.0,Psychology,,University of Hawaii at Manoa
2261,Moshe Karabelnik,3.0,Communication,60%,University of Hawaii at Manoa
2262,Chet-Yeng Loong,3.1,Music,,University of Hawaii at Manoa
2263,Kumiko Hashida,4.6,Kinesiology,100%,University of Hawaii at Manoa
2264,David Blon,4.3,Music,,University of Hawaii at Manoa
2265,Hyun Kim,0.0,Economics,,University of Hawaii at Manoa
2266,Walter Sowden,2.0,Psychology,100%,University of Hawaii at Manoa
2267,Ben Lee,1.0,Architecture,,University of Hawaii at Manoa
2268,Athula Wikramanayake,3.6,Biology,100%,University of Hawaii at Manoa
2269,Doris Masser,3.9,Marketing,63%,University of Hawaii at Manoa
2270,Benito Quintana,4.5,Spanish,100%,University of Hawaii at Manoa
2271,Nancy Kerns,2.0,Music,0%,University of Hawaii at Manoa
2272,Robert Nichols,3.5,Zoology,67%,University of Hawaii at Manoa
2273,Vinod Malholtra,0.0,Engineering,,University of Hawaii at Manoa
2274,Reed Dasenbrock,4.5,English,50%,University of Hawaii at Manoa
2275,Ulla Hasager,3.2,Ethnic Studies,72%,University of Hawaii at Manoa
2276,Valeria Wenderoth,4.7,Italian,,University of Hawaii at Manoa
2277,David Yang,3.5,Accounting,64%,University of Hawaii at Manoa
2278,Eric Firing,2.5,Oceanography,,University of Hawaii at Manoa
2279,Chae Ho Lee,4.6,Graphic Arts,100%,University of Hawaii at Manoa
2280,Diane Yap,3.0,Mathematics,,University of Hawaii at Manoa
2281,Miguel Llora,4.8,American Studies,,University of Hawaii at Manoa
2282,Viil Lid,4.3,Communication,,University of Hawaii at Manoa
2283,Kyoungwon OH,2.4,Japanese,,University of Hawaii at Manoa
2284,Hye Seung Lee,5.0,Korean,100%,University of Hawaii at Manoa
2285,Saundra Schwartz,1.8,History,13%,University of Hawaii at Manoa
2286,Gyu-Ho Shin,1.0,Linguistics,0%,University of Hawaii at Manoa
2287,Xinruo Wang,4.2,Finance,100%,University of Hawaii at Manoa
2288,Tom Apple,5.0,Chemistry,100%,University of Hawaii at Manoa
2289,Noel Kent,3.5,Ethnic Studies,75%,University of Hawaii at Manoa
2290,David Terada,0.0,English,100%,University of Hawaii at Manoa
2291,Kacie Ho,5.0,Science,100%,University of Hawaii at Manoa
2292,Amanda Huynh,0.0,English,,University of Hawaii at Manoa
2293,Francesca Pizarro,4.0,East Asian Lang. amp Literature,100%,University of Hawaii at Manoa
2294,Hsing Wen,1.0,Travel Industry,0%,University of Hawaii at Manoa
2295,Donald / Pui Hang ,0.0,Mathematics,,University of Hawaii at Manoa
2296,Uzma Khan,4.7,English,,University of Hawaii at Manoa
2297,Caleb Reichhardt,0.0,Agriculture,,University of Hawaii at Manoa
2298,Greuling Jason,0.0,Mathematics,,University of Hawaii at Manoa
2299,Caroline Zuckerman,0.0,English,,University of Hawaii at Manoa
2300,Ava Ladner,0.0,Academy for Creative Media,100%,University of Hawaii at Manoa
2301,Zefan Huang,0.0,Business,,University of Hawaii at Manoa
2302,Adam Pang,0.0,Education,,University of Hawaii at Manoa
2303,Pena Irma,0.0,Asian Studies,,University of Hawaii at Manoa
2304,Adam Stauffer,0.0,Business,100%,University of Hawaii at Manoa
2305,Jace Siplan,0.0,Music,,University of Hawaii at Manoa
2306,Rich Johnson,4.5,Education,100%,University of Hawaii at Manoa
2307,Katherine Kim,4.7,Kinesiology,100%,University of Hawaii at Manoa
2308,Noah Domingo,0.0,Academy for Creative Media,,University of Hawaii at Manoa
2309,Marc Moody,0.0,Academy for Creative Media,,University of Hawaii at Manoa
2310,Vanessa Buchthal,0.0,Public Health,100%,University of Hawaii at Manoa
2311,Ramdas Lamb,4.0,Religion,66%,University of Hawaii at Manoa
2312,Jessica Cabusog,0.0,Public Health,100%,University of Hawaii at Manoa
2313,Joan Pan,0.0,Geography,100%,University of Hawaii at Manoa
2314,John Robertson,5.0,Mathematics,95%,University of Hawaii at Manoa
2315,Nicole Grove,4.1,Political Science,86%,University of Hawaii at Manoa
2316,Kawehi Lucas,2.5,Hawaiian,24%,University of Hawaii at Manoa
2317,Henrieta Dulaiova,3.9,Geology,67%,University of Hawaii at Manoa
2318,Akea Kahikina,5.0,Hawaiian,100%,University of Hawaii at Manoa
2319,Mahealani Kaneshiro-Pineiro,2.2,Natural Resources,8%,University of Hawaii at Manoa
2320,Yifan  Chen,0.0,Business,100%,University of Hawaii at Manoa
2321,Jingyu Hu,5.0,Medicine,100%,University of Hawaii at Manoa
2322,Anirvan Shukla,5.0,Physics,100%,University of Hawaii at Manoa
2323,Trevor Daines ,0.0,Travel Industry,,University of Hawaii at Manoa
2324,Erin  Wright,0.0,Education,,University of Hawaii at Manoa
2325,Tomoko Kato,0.0,Japanese,100%,University of Hawaii at Manoa
2326,Uliana Kostareva,2.0,Nursing,100%,University of Hawaii at Manoa
2327,Steven Smith,0.0,Economics,,University of Hawaii at Manoa
2328,Christina Higa,0.0,Communication,,University of Hawaii at Manoa
2329,Kristen Scholly,5.0,Education,100%,University of Hawaii at Manoa
2330,Shelby Mitchell ,0.0,Physics,,University of Hawaii at Manoa
2331,Darren Sana,3.3,Indo-Pacific Languages & Literatures,50%,University of Hawaii at Manoa
2332,Christopher Blasdel,3.5,Music,100%,University of Hawaii at Manoa
2333,Alan Hudson,3.0,Biology,,University of Hawaii at Manoa
2334,Victoria Timmerman,5.0,Education,100%,University of Hawaii at Manoa
2335,Debra Drexler,2.6,Art History,100%,University of Hawaii at Manoa
2336,Nicole Kurashige,4.5,English,91%,University of Hawaii at Manoa
2337,Mark Murphy,5.0,Educational Psychology,100%,University of Hawaii at Manoa
2338,Catherine Pirkle,0.0,Public Health,,University of Hawaii at Manoa
2339,Lane Davey,4.6,English,100%,University of Hawaii at Manoa
2340,William Donahue,3.6,Business,75%,University of Hawaii at Manoa
2341,Ellinor Haglund,2.0,Chemistry,34%,University of Hawaii at Manoa
2342,Holden Takahashi,2.0,History,100%,University of Hawaii at Manoa
2343,Chung Cheng,1.0,Philosophy,,University of Hawaii at Manoa
2344,Marc Lepape,4.0,Communication,50%,University of Hawaii at Manoa
2345,Peter Fuleky,4.3,Economics,100%,University of Hawaii at Manoa
2346,Nadezna Ortega,4.0,Filipino,100%,University of Hawaii at Manoa
2347,Jonita Range,4.3,Nursing,100%,University of Hawaii at Manoa
2348,Rajesh Jha,3.8,Agriculture,62%,University of Hawaii at Manoa
2349,Roxanne Bristol,0.0,Education,,University of Hawaii at Manoa
2350,Hamid Pourjalali,3.1,Accounting,50%,University of Hawaii at Manoa
2351,Precious Mae Arao,0.0,Languages,,University of Hawaii at Manoa
2352,Julien Gorbach,2.0,Journalism,38%,University of Hawaii at Manoa
2353,Chuck Lopez,5.0,Business,100%,University of Hawaii at Manoa
