,name,rating,department,feedback,school
867,Ina Sebastian,QUALITY4.33 ratings,Business,N/A,University of Hawaii at Manoa
868,Steven Gin,QUALITY4.07 ratings,English,25%,University of Hawaii at Manoa
869,Michelle Koo,QUALITY2.95 ratings,Speech,N/A,University of Hawaii at Manoa
870,Berkelman Peter,QUALITY3.09 ratings,Engineering,84%,University of Hawaii at Manoa
871,Botir Okhunjanov,QUALITY2.38 ratings,Economics,0%,University of Hawaii at Manoa
872,Samantha Barnett,QUALITY2.01 ratings,Political Science,0%,University of Hawaii at Manoa
873,Marta Gonzalez Lloret,QUALITY3.66 ratings,Languages,100%,University of Hawaii at Manoa
874,Haidan Wang,QUALITY2.37 ratings,East Asian Lang. & Literature,34%,University of Hawaii at Manoa
875,Summer Maunakea,QUALITY5.02 ratings,Education,100%,University of Hawaii at Manoa
876,John Friend,QUALITY4.515 ratings,Political Science,67%,University of Hawaii at Manoa
877,Wei Huang,QUALITY3.59 ratings,Finance,67%,University of Hawaii at Manoa
878,Tyrone Sanga,QUALITY3.74 ratings,Academy for Creative Media,67%,University of Hawaii at Manoa
879,Monica Dadlani,QUALITY5.06 ratings,French,N/A,University of Hawaii at Manoa
880,Nicole Rabin,QUALITY4.51 ratings,English,N/A,University of Hawaii at Manoa
881,Sharain Naylor,QUALITY3.33 ratings,Political Science,N/A,University of Hawaii at Manoa
882,Sven Vahsen,QUALITY3.99 ratings,Physics,100%,University of Hawaii at Manoa
883,Linda Yamamoto,QUALITY3.911 ratings,Fine Arts,67%,University of Hawaii at Manoa
884,Susan Wurtzburg,QUALITY3.510 ratings,Sociology,20%,University of Hawaii at Manoa
885,Timothy Dubuc,QUALITY0.00 ratings,Zoology,100%,University of Hawaii at Manoa
886,Austin Anderson,QUALITY2.83 ratings,Mathematics,N/A,University of Hawaii at Manoa
887,Lehua Ledbetter,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
888,M. Armstrong,QUALITY1.01 ratings,Nursing,N/A,University of Hawaii at Manoa
889,Nolan Kim,QUALITY4.115 ratings,English,N/A,University of Hawaii at Manoa
890,Heather Diamond,QUALITY1.01 ratings,East Asian Studies,N/A,University of Hawaii at Manoa
891,Heiko Wieland,QUALITY5.02 ratings,Marketing,N/A,University of Hawaii at Manoa
892,Carol McCann,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
893,Shadia Habbal,QUALITY3.73 ratings,Astronomy,N/A,University of Hawaii at Manoa
894,Laurel Mei-Singh,QUALITY4.83 ratings,Ethnic Studies,100%,University of Hawaii at Manoa
895,Jonathan Itokazu,QUALITY4.02 ratings,Engineering,84%,University of Hawaii at Manoa
896,Rico Vicente,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
897,Frank Damas,QUALITY2.97 ratings,Hawaiian,43%,University of Hawaii at Manoa
898,Lilikala Kameeleihiwa,QUALITY4.518 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
899,Roderick Labrador,QUALITY3.515 ratings,Ethnic Studies,58%,University of Hawaii at Manoa
900,Patrick Patterson,QUALITY5.01 ratings,Asian Studies,100%,University of Hawaii at Manoa
901,Cody Anderson,QUALITY0.00 ratings,Art History,N/A,University of Hawaii at Manoa
902,Lucia Aranda,QUALITY4.616 ratings,Spanish,88%,University of Hawaii at Manoa
903,Eirik Saethre,QUALITY3.312 ratings,Anthropology,100%,University of Hawaii at Manoa
904,Pipel Heng,QUALITY3.01 ratings,History,0%,University of Hawaii at Manoa
905,Brandy McDougall,QUALITY4.73 ratings,American Studies,80%,University of Hawaii at Manoa
906,Cornelius Rubsamen,QUALITY4.510 ratings,English,88%,University of Hawaii at Manoa
907,Tammy Baker,QUALITY4.613 ratings,Hawaiian,50%,University of Hawaii at Manoa
908,Sarah Allen,QUALITY4.52 ratings,English,100%,University of Hawaii at Manoa
909,Jackie Lindo,QUALITY4.036 ratings,Economics,50%,University of Hawaii at Manoa
910,Debora Halbert,QUALITY4.73 ratings,Political Science,100%,University of Hawaii at Manoa
911,Sachie Etherington,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
912,Aurora Saulo,QUALITY1.01 ratings,Not Specified,N/A,University of Hawaii at Manoa
913,Laura Corlew,QUALITY4.94 ratings,Psychology,100%,University of Hawaii at Manoa
914,Haeree Park,QUALITY2.82 ratings,Languages,N/A,University of Hawaii at Manoa
915,Blane Benevedes,QUALITY0.00 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
916,Erin Cozen,QUALITY5.01 ratings,Pacific & Asian Studies,N/A,University of Hawaii at Manoa
917,Ryan Shriver,QUALITY5.02 ratings,Philosophy,N/A,University of Hawaii at Manoa
918,Katherine Livins,QUALITY2.98 ratings,Psychology,N/A,University of Hawaii at Manoa
919,Mari Kita,QUALITY3.610 ratings,Sociology,50%,University of Hawaii at Manoa
920,Ruth Pagell,QUALITY1.54 ratings,Library Science,N/A,University of Hawaii at Manoa
921,Thomas Carment,QUALITY0.00 ratings,Accounting,N/A,University of Hawaii at Manoa
922,Shinichiro Fukuda,QUALITY5.08 ratings,Japanese,100%,University of Hawaii at Manoa
923,Jing Paul,QUALITY4.83 ratings,Languages,N/A,University of Hawaii at Manoa
924,Wendy Meguro,QUALITY3.94 ratings,Architecture,0%,University of Hawaii at Manoa
925,Joanne Qina'au,QUALITY2.52 ratings,Psychology,0%,University of Hawaii at Manoa
926,Kenneth Omolo,QUALITY3.52 ratings,Chemistry,100%,University of Hawaii at Manoa
927,Alex Hittle,QUALITY4.615 ratings,Finance,94%,University of Hawaii at Manoa
928,Scott Sinnett,QUALITY4.128 ratings,Psychology,88%,University of Hawaii at Manoa
929,John Rosa,QUALITY4.616 ratings,History,100%,University of Hawaii at Manoa
930,Njoroge Njoroge,QUALITY4.218 ratings,American Studies,93%,University of Hawaii at Manoa
931,Sankaran Krishna,QUALITY4.614 ratings,Political Science,100%,University of Hawaii at Manoa
932,Shanna Clinton,QUALITY2.51 ratings,Anthropology,N/A,University of Hawaii at Manoa
933,Yangrae Cho,QUALITY0.00 ratings,Science,N/A,University of Hawaii at Manoa
934,Laura Allen,QUALITY0.00 ratings,Geography,N/A,University of Hawaii at Manoa
935,Lawrence Seward,QUALITY0.00 ratings,Fine Arts,N/A,University of Hawaii at Manoa
936,Baybars Karacaovali,QUALITY5.035 ratings,Economics,100%,University of Hawaii at Manoa
937,Lawrence Wolfe,QUALITY2.52 ratings,Engineering,N/A,University of Hawaii at Manoa
938,Robert Ventura,QUALITY5.01 ratings,Political Science,N/A,University of Hawaii at Manoa
939,Greg Pugh,QUALITY3.51 ratings,Social Work,N/A,University of Hawaii at Manoa
940,Seunghye Hong,QUALITY4.03 ratings,Social Work,N/A,University of Hawaii at Manoa
941,Robin Arndt,QUALITY5.01 ratings,Social Work,N/A,University of Hawaii at Manoa
942,Kathleen Brennan,QUALITY3.82 ratings,Political Science,N/A,University of Hawaii at Manoa
943,Joseph (iokepa) Salazar,QUALITY4.14 ratings,Political Science,100%,University of Hawaii at Manoa
944,Jonnah Eagle,QUALITY4.46 ratings,American Studies,100%,University of Hawaii at Manoa
945,Jonathan Deenik,QUALITY4.89 ratings,Agriculture,100%,University of Hawaii at Manoa
946,Elizabeth Keith,QUALITY3.96 ratings,East Asian Lang.  Literature,75%,University of Hawaii at Manoa
947,Margaret Ransdell-Green,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
948,Kelli Nakamura,QUALITY4.429 ratings,History,88%,University of Hawaii at Manoa
949,Joy Lacanienta,QUALITY3.624 ratings,Peace & Conflict Studies,74%,University of Hawaii at Manoa
950,Jeffrey Lyon,QUALITY4.110 ratings,Religion,50%,University of Hawaii at Manoa
951,Lyon Lanerolle,QUALITY2.73 ratings,Mathematics,92%,University of Hawaii at Manoa
952,Sonia Ghumman,QUALITY4.916 ratings,Management,91%,University of Hawaii at Manoa
953,Nini Li,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
954,Dannie Bobbitt,QUALITY3.611 ratings,Hawaiian,67%,University of Hawaii at Manoa
955,Nami Kim,QUALITY5.04 ratings,Korean,100%,University of Hawaii at Manoa
956,Bradley Weiss,QUALITY0.00 ratings,Natural Resources,N/A,University of Hawaii at Manoa
957,Daisuke Takagi,QUALITY3.511 ratings,Mathematics,86%,University of Hawaii at Manoa
958,Forest Young,QUALITY3.48 ratings,Anthropology,100%,University of Hawaii at Manoa
959,Dana Arakawa,QUALITY4.211 ratings,Psychology,75%,University of Hawaii at Manoa
960,Josephine Calvo,QUALITY4.45 ratings,Theater,N/A,University of Hawaii at Manoa
961,Brandon Yoza,QUALITY0.00 ratings,Microbiology,N/A,University of Hawaii at Manoa
962,Jeffrey Traczynski,QUALITY4.121 ratings,Economics,N/A,University of Hawaii at Manoa
963,Amanda Christie,QUALITY4.840 ratings,English,88%,University of Hawaii at Manoa
964,Urvashi Chakravarty,QUALITY3.82 ratings,English,N/A,University of Hawaii at Manoa
965,Sarah Sherman,QUALITY4.54 ratings,Geology,N/A,University of Hawaii at Manoa
966,Didier Lenglare,QUALITY4.719 ratings,French,100%,University of Hawaii at Manoa
967,Troy Tada,QUALITY5.01 ratings,Biology,N/A,University of Hawaii at Manoa
968,D Gefroh,QUALITY4.52 ratings,Mathematics,N/A,University of Hawaii at Manoa
969,J. Szostak,QUALITY4.015 ratings,Art History,100%,University of Hawaii at Manoa
970,Laura ORourke,QUALITY0.00 ratings,Anthropology,N/A,University of Hawaii at Manoa
971,Chuck Gee,QUALITY4.51 ratings,Travel Industry,N/A,University of Hawaii at Manoa
972,Emerson Odango,QUALITY4.73 ratings,Linguistics,N/A,University of Hawaii at Manoa
973,Matt Dupont,QUALITY4.01 ratings,Economics,N/A,University of Hawaii at Manoa
974,Jane Schoonmaker,QUALITY4.73 ratings,Oceanography,N/A,University of Hawaii at Manoa
975,Nobuo Kubota,QUALITY4.57 ratings,Japanese,N/A,University of Hawaii at Manoa
976,Christopher Lepczyk,QUALITY3.86 ratings,Natural Resources,50%,University of Hawaii at Manoa
977,Fong WA,QUALITY0.00 ratings,Not Specified,100%,University of Hawaii at Manoa
978,Guanpei Ming,QUALITY3.911 ratings,Political Science,100%,University of Hawaii at Manoa
979,Lisa King,QUALITY3.73 ratings,English,N/A,University of Hawaii at Manoa
980,Kelly Shinn,QUALITY0.00 ratings,Sociology,N/A,University of Hawaii at Manoa
981,Christina Low,QUALITY3.02 ratings,English,N/A,University of Hawaii at Manoa
982,Chizuko Allen,QUALITY4.53 ratings,Asian Pacific American Studies,100%,University of Hawaii at Manoa
983,Ken Ito,QUALITY3.86 ratings,Japanese Literature,N/A,University of Hawaii at Manoa
984,Paula Gendreau,QUALITY2.37 ratings,Nursing,N/A,University of Hawaii at Manoa
985,Jing Zhang Paul,QUALITY5.01 ratings,Not Specified,N/A,University of Hawaii at Manoa
986,Faanofo Uperesa,QUALITY3.73 ratings,Ethnic Studies,N/A,University of Hawaii at Manoa
987,Wayne Lewis,QUALITY5.03 ratings,Mathematics,N/A,University of Hawaii at Manoa
988,Hiroko Sato,QUALITY4.65 ratings,Linguistics,N/A,University of Hawaii at Manoa
989,Andrea Shearer,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
990,Mike Laughlin,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
991,Hongwei LI,QUALITY4.34 ratings,Biology,100%,University of Hawaii at Manoa
992,Mayumi Owia,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
993,Sun-Ki Chai,QUALITY2.98 ratings,Sociology,25%,University of Hawaii at Manoa
994,Rathina Pandi,QUALITY2.82 ratings,Sociology,N/A,University of Hawaii at Manoa
995,Claire Morais,QUALITY3.37 ratings,Honors,50%,University of Hawaii at Manoa
996,Miguel Felipe,QUALITY4.73 ratings,Music,N/A,University of Hawaii at Manoa
997,Margaret McManus,QUALITY5.01 ratings,Oceanography,N/A,University of Hawaii at Manoa
998,Creighton Litton,QUALITY4.84 ratings,Natural Resources,N/A,University of Hawaii at Manoa
999,Ian Talisman,QUALITY3.533 ratings,Chemistry,N/A,University of Hawaii at Manoa
1000,Doris Christopher,QUALITY5.01 ratings,Education,N/A,University of Hawaii at Manoa
1001,Robert Swanson,QUALITY2.611 ratings,Engineering,N/A,University of Hawaii at Manoa
1002,Mayumi Oiwa,QUALITY3.83 ratings,Linguistics,N/A,University of Hawaii at Manoa
1003,Chelsea L. McCarty,QUALITY4.52 ratings,French,N/A,University of Hawaii at Manoa
1004,Allen Hanberg,QUALITY4.82 ratings,Nursing,N/A,University of Hawaii at Manoa
1005,Yujing Shentu,QUALITY2.84 ratings,Languages,N/A,University of Hawaii at Manoa
1006,Megan Bent,QUALITY4.82 ratings,Fine Arts,100%,University of Hawaii at Manoa
1007,Nga Nguyen,QUALITY0.00 ratings,Speech,N/A,University of Hawaii at Manoa
1008,Judy Daniels,QUALITY5.01 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1009,Kazuhiko Yanagi,QUALITY3.82 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1010,Todd Shelly,QUALITY5.01 ratings,Honors,N/A,University of Hawaii at Manoa
1011,Lance Walters,QUALITY4.18 ratings,Architecture,N/A,University of Hawaii at Manoa
1012,Julio Rivera,QUALITY0.00 ratings,Zoology,N/A,University of Hawaii at Manoa
1013,Keala Dichens,QUALITY4.33 ratings,English,N/A,University of Hawaii at Manoa
1014,Tijana Jovanovic-Talisman,QUALITY5.01 ratings,Chemistry,N/A,University of Hawaii at Manoa
1015,Ho Leung NG,QUALITY3.521 ratings,Chemistry,100%,University of Hawaii at Manoa
1016,Steven Gray,QUALITY4.82 ratings,Natural Resources,N/A,University of Hawaii at Manoa
1017,Andrew Rumbach,QUALITY4.82 ratings,Urban Planning,N/A,University of Hawaii at Manoa
1018,Carolyn Tari-Sanchez,QUALITY5.02 ratings,Nursing,N/A,University of Hawaii at Manoa
1019,Lucie Dufkova,QUALITY0.00 ratings,French,N/A,University of Hawaii at Manoa
1020,Tomoki Kimura,QUALITY4.78 ratings,Japanese,100%,University of Hawaii at Manoa
1021,Erin Yuasa,QUALITY4.82 ratings,Fine Arts,N/A,University of Hawaii at Manoa
1022,Sean Trundle,QUALITY5.01 ratings,American Studies,N/A,University of Hawaii at Manoa
1023,Hunter McEwan,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1024,XU DI,QUALITY4.53 ratings,Education,100%,University of Hawaii at Manoa
1025,Allison Tsuchida,QUALITY0.00 ratings,Health Science,N/A,University of Hawaii at Manoa
1026,Pedro Villarreal,QUALITY3.58 ratings,Management,58%,University of Hawaii at Manoa
1027,Shana Brown,QUALITY4.234 ratings,History,91%,University of Hawaii at Manoa
1028,Wesley Lucas,QUALITY4.561 ratings,Business,97%,University of Hawaii at Manoa
1029,Ronald Nicholas,QUALITY3.416 ratings,Business,84%,University of Hawaii at Manoa
1030,Carole Petersen,QUALITY2.68 ratings,Law,75%,University of Hawaii at Manoa
1031,Benjamin Chu,QUALITY5.010 ratings,Economics,100%,University of Hawaii at Manoa
1032,Lisa Vallin,QUALITY5.0115 ratings,Women's Studies,100%,University of Hawaii at Manoa
1033,Blair Finlayson,QUALITY5.02 ratings,Communication,100%,University of Hawaii at Manoa
1034,Kristy Bowen,QUALITY4.67 ratings,Psychology,100%,University of Hawaii at Manoa
1035,Joseph Stepec,QUALITY2.52 ratings,Music,100%,University of Hawaii at Manoa
1036, Hamid Bouaicha,QUALITY0.00 ratings,Economics,100%,University of Hawaii at Manoa
1037,Christian Bergum,QUALITY2.47 ratings,Architecture,67%,University of Hawaii at Manoa
1038,Jennifer Joines,QUALITY0.00 ratings,Political Science,N/A,University of Hawaii at Manoa
1039,Thayanan Phuaphanthong,QUALITY3.334 ratings,Business,57%,University of Hawaii at Manoa
1040,Alex Golub,QUALITY3.029 ratings,Anthropology,23%,University of Hawaii at Manoa
1041,Chie Fukuda,QUALITY3.94 ratings,Japanese,50%,University of Hawaii at Manoa
1042,Hui-Ju Chuang,QUALITY4.67 ratings,East Asian Lang. & Literature,100%,University of Hawaii at Manoa
1043,Brigitte Nicolet,QUALITY3.418 ratings,French,80%,University of Hawaii at Manoa
1044,Kenneth Regh,QUALITY2.01 ratings,Linguistics,N/A,University of Hawaii at Manoa
1045,Sarah Fukumoto,QUALITY0.00 ratings,Speech,N/A,University of Hawaii at Manoa
1046,Alex Morrison,QUALITY4.01 ratings,Anthropology,N/A,University of Hawaii at Manoa
1047,Sean Koegel,QUALITY3.33 ratings,Education,N/A,University of Hawaii at Manoa
1048,Nicolas Fernandez,QUALITY4.96 ratings,Physics,N/A,University of Hawaii at Manoa
1049,Kathleen Tran,QUALITY4.89 ratings,Education,N/A,University of Hawaii at Manoa
1050,Gina Cardazone,QUALITY5.03 ratings,Psychology,N/A,University of Hawaii at Manoa
1051,Mihyang Ahn,QUALITY0.00 ratings,Sociology,N/A,University of Hawaii at Manoa
1052,Deon Canyon,QUALITY0.00 ratings,Public Health,N/A,University of Hawaii at Manoa
1053,Lu Liang,QUALITY4.32 ratings,Psychology,N/A,University of Hawaii at Manoa
1054,Maribel Zaporteza,QUALITY2.73 ratings,Microbiology,N/A,University of Hawaii at Manoa
1055,Sarah-Kalicki Nakamura,QUALITY4.82 ratings,Travel Industry,N/A,University of Hawaii at Manoa
1056,Stuart Donachie,QUALITY4.23 ratings,Microbiology,100%,University of Hawaii at Manoa
1057,Becky Handle,QUALITY3.01 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1058,Doug McCulloch,QUALITY4.55 ratings,Music,N/A,University of Hawaii at Manoa
1059,Kwanglim Seo,QUALITY3.02 ratings,Travel Industry,100%,University of Hawaii at Manoa
1060,Ken Rubin,QUALITY5.02 ratings,Geology,N/A,University of Hawaii at Manoa
1061,Peter Berkelman,QUALITY2.04 ratings,Engineering,0%,University of Hawaii at Manoa
1062,David Strauch,QUALITY4.07 ratings,Geography,100%,University of Hawaii at Manoa
1063,Lipyeow Lim,QUALITY3.38 ratings,Computer Science,N/A,University of Hawaii at Manoa
1064,Brian Shevelenko,QUALITY4.33 ratings,Theater,100%,University of Hawaii at Manoa
1065,Christina Higgins,QUALITY3.94 ratings,Languages,0%,University of Hawaii at Manoa
1066,Haley Zdybel,QUALITY4.32 ratings,French,N/A,University of Hawaii at Manoa
1067,Erik Van Erp,QUALITY5.02 ratings,Mathematics,N/A,University of Hawaii at Manoa
1068,Shawn Arita,QUALITY3.65 ratings,Economics,N/A,University of Hawaii at Manoa
1069,Thuy Da Lam,QUALITY4.34 ratings,English,100%,University of Hawaii at Manoa
1070,Noriko Asato,QUALITY4.04 ratings,Library Science,N/A,University of Hawaii at Manoa
1071,Ryan Knight,QUALITY4.53 ratings,Political Science,N/A,University of Hawaii at Manoa
1072,Na Young Kim,QUALITY5.08 ratings,Korean,N/A,University of Hawaii at Manoa
1073,Thilanka Appuhamillage,QUALITY4.315 ratings,Mathematics,N/A,University of Hawaii at Manoa
1074,Elizabeth Letchford,QUALITY4.911 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1075,Marny Hall-Moriyasu,QUALITY5.04 ratings,Nursing,N/A,University of Hawaii at Manoa
1076,Ellen Ben-Sefer,QUALITY4.95 ratings,Nursing,N/A,University of Hawaii at Manoa
1077,Bryan Bushley,QUALITY3.32 ratings,Urban Planning,N/A,University of Hawaii at Manoa
1078,Junko Imai,QUALITY2.33 ratings,Not Specified,N/A,University of Hawaii at Manoa
1079,Sydney Coelho,QUALITY4.83 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
1080,Kerry San Chirico,QUALITY4.121 ratings,Religion,0%,University of Hawaii at Manoa
1081,Dongmin Kim,QUALITY4.34 ratings,Korean,100%,University of Hawaii at Manoa
1082,Tamara Smith,QUALITY5.05 ratings,Spanish,100%,University of Hawaii at Manoa
1083,Kristen Bean,QUALITY3.52 ratings,Social Work,N/A,University of Hawaii at Manoa
1084,Rosalie Schreiber,QUALITY1.34 ratings,Nursing,N/A,University of Hawaii at Manoa
1085,Salvatore Aurigemma,QUALITY5.05 ratings,Business,100%,University of Hawaii at Manoa
1086,Jeff Kuwabara,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
1087,Keisha Rogers,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1088,Sedef Maloy,QUALITY4.36 ratings,Chemistry,N/A,University of Hawaii at Manoa
1089,Kenneth Hayes,QUALITY3.82 ratings,Biology,N/A,University of Hawaii at Manoa
1090,Kapena Landgraf,QUALITY4.516 ratings,English,93%,University of Hawaii at Manoa
1091,Suzanne Kosanke,QUALITY4.121 ratings,English,N/A,University of Hawaii at Manoa
1092,Frederick Larson,QUALITY4.75 ratings,Journalism,N/A,University of Hawaii at Manoa
1093,John Rush,QUALITY3.26 ratings,Economics,N/A,University of Hawaii at Manoa
1094,Steve Chailloux,QUALITY2.82 ratings,Not Specified,0%,University of Hawaii at Manoa
1095,Novelynn Rubsamen,QUALITY4.82 ratings,English,N/A,University of Hawaii at Manoa
1096,Williaqm Wood,QUALITY5.02 ratings,Sociology,N/A,University of Hawaii at Manoa
